"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","CG0073","HP0001","HP0015","HP0047","HP0048","HP0069","HP0076","HP0077","Neisseria_cinerea_ATCC_14685","Neisseria_elongata_subsp_glycolytica_ATCC_29315","Neisseria_flavescens_NRL30031","Neisseria_gonorrhoeae_FA1090","Neisseria_lactamica_ATCC_23970","Neisseria_meningitidis_MC58","Neisseria_mucosa_ATCC_25996","Neisseria_polysaccharea_ATCC_43768","Neisseria_sicca_ATCC_29256","Neisseria_subflava_NJ9703","TT0073","TT0074"
"group_7650","","hypothetical protein","1","1","1","1","1309","1","5162","","266","266","266","","","","","","","DCPLGDCJ_02253","","","","","","","","","","","","",""
"group_7651","","hypothetical protein","1","1","1","1","1308","1","5161","","188","188","188","","","","","","","DCPLGDCJ_02254","","","","","","","","","","","","",""
"group_7652","","hypothetical protein","1","1","1","1","1307","1","5160","","599","599","599","","","","","","","DCPLGDCJ_02255","","","","","","","","","","","","",""
"group_7653","","hypothetical protein","1","1","1","1","1306","1","5159","","254","254","254","","","","","","","DCPLGDCJ_02256","","","","","","","","","","","","",""
"group_7654","","hypothetical protein","1","1","1","1","1305","1","5158","","332","332","332","","","","","","","DCPLGDCJ_02257","","","","","","","","","","","","",""
"group_7655","","hypothetical protein","1","1","1","1","1304","1","5157","","431","431","431","","","","","","","DCPLGDCJ_02258","","","","","","","","","","","","",""
"group_7656","","hypothetical protein","1","1","1","1","1303","1","5156","","587","587","587","","","","","","","DCPLGDCJ_02259","","","","","","","","","","","","",""
"group_7657","","hypothetical protein","1","1","1","1","1302","1","5155","","287","287","287","","","","","","","DCPLGDCJ_02260","","","","","","","","","","","","",""
"group_7658","","TPR repeat-containing protein","1","1","1","1","1301","1","5154","","248","248","248","","","","","","","DCPLGDCJ_02261","","","","","","","","","","","","",""
"group_7659","","TPR repeat-containing protein","1","1","1","1","1300","1","5153","","368","368","368","","","","","","","DCPLGDCJ_02262","","","","","","","","","","","","",""
"group_7660","","hypothetical protein","1","1","1","1","2876","1","1595","","530","530","530","","","","","","","","AOPEFJLO_00001","","","","","","","","","","","",""
"group_7661","","hypothetical protein","1","1","1","1","2877","1","1596","","536","536","536","","","","","","","","AOPEFJLO_00002","","","","","","","","","","","",""
"group_7662","","hypothetical protein","1","1","1","1","2879","1","1598","","227","227","227","","","","","","","","AOPEFJLO_00004","","","","","","","","","","","",""
"sstT_2","","Serine/threonine transporter SstT","1","1","1","1","2881","1","1600","","473","473","473","","","","","","","","AOPEFJLO_00006","","","","","","","","","","","",""
"group_7664","","hypothetical protein","1","1","1","1","2882","1","1601","","644","644","644","","","","","","","","AOPEFJLO_00007","","","","","","","","","","","",""
"group_7665","","hypothetical protein","1","1","1","1","2883","1","1602","","185","185","185","","","","","","","","AOPEFJLO_00008","","","","","","","","","","","",""
"group_7666","","Putative multidrug export ATP-binding/permease protein","1","1","1","1","2884","1","1603","","260","260","260","","","","","","","","AOPEFJLO_00009","","","","","","","","","","","",""
"group_7667","","hypothetical protein","1","1","1","1","2885","1","1604","","239","239","239","","","","","","","","AOPEFJLO_00010","","","","","","","","","","","",""
"group_7668","prfB_1","Peptide chain release factor RF2","1","1","1","1","2887","1","1606","","896","896","896","","","","","","","","AOPEFJLO_00012","","","","","","","","","","","",""
"group_7670","","hypothetical protein","1","1","1","1","3447","1","5518","","227","227","227","","","","","","","","AOPEFJLO_00052","","","","","","","","","","","",""
"group_7671","","hypothetical protein","1","1","1","1","5013","1","4731","","1154","1154","1154","","","","","","","","AOPEFJLO_00082","","","","","","","","","","","",""
"group_7672","","hypothetical protein","1","1","1","1","5012","1","4730","","1319","1319","1319","","","","","","","","AOPEFJLO_00083","","","","","","","","","","","",""
"group_7673","","hypothetical protein","1","1","1","1","5011","1","4729","","1424","1424","1424","","","","","","","","AOPEFJLO_00084","","","","","","","","","","","",""
"group_7674","","Capsular polysaccharide phosphotransferase cps12A","1","1","1","1","5010","1","4728","","1097","1097","1097","","","","","","","","AOPEFJLO_00085","","","","","","","","","","","",""
"group_7675","","hypothetical protein","1","1","1","1","5009","1","4727","","1163","1163","1163","","","","","","","","AOPEFJLO_00086","","","","","","","","","","","",""
"group_7676","","hypothetical protein","1","1","1","1","5008","1","4726","","323","323","323","","","","","","","","AOPEFJLO_00087","","","","","","","","","","","",""
"group_7678","","hypothetical protein","1","1","1","1","4966","1","163","","200","200","200","","","","","","","","AOPEFJLO_00119","","","","","","","","","","","",""
"group_7679","","hypothetical protein","1","1","1","1","4969","1","156","","395","395","395","","","","","","","","AOPEFJLO_00122","","","","","","","","","","","",""
"group_768","tuf","elongation factor Tu","1","1","1","","","","","","1103","1103","1103","","","","","","","","","","","","","","","","NEIPOLOT_RS05340.p01","","","",""
"group_7681","","hypothetical protein","1","1","1","1","4658","1","81","","365","365","365","","","","","","","","AOPEFJLO_00155","","","","","","","","","","","",""
"group_7682","","hypothetical protein","1","1","1","1","4780","1","3248","","1889","1889","1889","","","","","","","","AOPEFJLO_00186","","","","","","","","","","","",""
"group_7683","","hypothetical protein","1","1","1","1","4815","1","3257","","1085","1085","1085","","","","","","","","AOPEFJLO_00189","","","","","","","","","","","",""
"group_7684","","hypothetical protein","1","1","1","1","4708","1","3199","","260","260","260","","","","","","","","AOPEFJLO_00203","","","","","","","","","","","",""
"group_7685","","hypothetical protein","1","1","1","1","4451","1","3942","","149","149","149","","","","","","","","AOPEFJLO_00227","","","","","","","","","","","",""
"group_7686","","hypothetical protein","1","1","1","1","4346","1","3935","","752","752","752","","","","","","","","AOPEFJLO_00234","","","","","","","","","","","",""
"group_7687","","hypothetical protein","1","1","1","1","4347","1","3934","","743","743","743","","","","","","","","AOPEFJLO_00235","","","","","","","","","","","",""
"group_7688","","hypothetical protein","1","1","1","1","4431","1","3909","","683","683","683","","","","","","","","AOPEFJLO_00243","","","","","","","","","","","",""
"group_7689","","hypothetical protein","1","1","1","1","4432","1","3910","","1313","1313","1313","","","","","","","","AOPEFJLO_00244","","","","","","","","","","","",""
"group_7691","","hypothetical protein","1","1","1","1","4394","1","5574","","455","455","455","","","","","","","","AOPEFJLO_00257","","","","","","","","","","","",""
"group_7692","esiB","Secretory immunoglobulin A-binding protein EsiB","1","1","1","1","2653","1","5645","","488","488","488","","","","","","","","AOPEFJLO_00285","","","","","","","","","","","",""
"group_7693","","hypothetical protein","1","1","1","1","2615","1","5701","","560","560","560","","","","","","","","AOPEFJLO_00287","","","","","","","","","","","",""
"group_7694","","hypothetical protein","1","1","1","1","5158","1","3772","","3389","3389","3389","","","","","","","","AOPEFJLO_00308","","","","","","","","","","","",""
"group_7695","","hypothetical protein","1","1","1","1","5225","1","3882","","659","659","659","","","","","","","","AOPEFJLO_00317","","","","","","","","","","","",""
"group_7696","pupB_1","Ferric-pseudobactin BN7/BN8 receptor","1","1","1","1","4038","1","3796","","2204","2204","2204","","","","","","","","AOPEFJLO_00338","","","","","","","","","","","",""
"group_7697","","hypothetical protein","1","1","1","1","115","1","2420","","167","167","167","","","","","","","","AOPEFJLO_00360","","","","","","","","","","","",""
"group_7698","","hypothetical protein","1","1","1","1","3330","1","3993","","389","389","389","","","","","","","","AOPEFJLO_00380","","","","","","","","","","","",""
"group_7699","","hypothetical protein","1","1","1","1","3338","1","4663","","371","371","371","","","","","","","","AOPEFJLO_00385","","","","","","","","","","","",""
"group_7700","","hypothetical protein","1","1","1","1","3344","1","4650","","815","815","815","","","","","","","","AOPEFJLO_00389","","","","","","","","","","","",""
"group_7701","","hypothetical protein","1","1","1","1","3361","1","5761","","2408","2408","2408","","","","","","","","AOPEFJLO_00394","","","","","","","","","","","",""
"group_7702","","hypothetical protein","1","1","1","1","3362","1","5760","","3041","3041","3041","","","","","","","","AOPEFJLO_00395","","","","","","","","","","","",""
"group_7703","","hypothetical protein","1","1","1","1","4143","1","4907","","764","764","764","","","","","","","","AOPEFJLO_00398","","","","","","","","","","","",""
"group_7704","","hypothetical protein","1","1","1","1","4144","1","4908","","248","248","248","","","","","","","","AOPEFJLO_00399","","","","","","","","","","","",""
"group_7705","","hypothetical protein","1","1","1","1","4145","1","4909","","176","176","176","","","","","","","","AOPEFJLO_00400","","","","","","","","","","","",""
"group_7706","","hypothetical protein","1","1","1","1","4146","1","4910","","2027","2027","2027","","","","","","","","AOPEFJLO_00401","","","","","","","","","","","",""
"group_7707","","hypothetical protein","1","1","1","1","4147","1","4911","","719","719","719","","","","","","","","AOPEFJLO_00402","","","","","","","","","","","",""
"group_7708","","hypothetical protein","1","1","1","1","4148","1","4912","","569","569","569","","","","","","","","AOPEFJLO_00403","","","","","","","","","","","",""
"group_7709","","hypothetical protein","1","1","1","1","4149","1","4913","","347","347","347","","","","","","","","AOPEFJLO_00404","","","","","","","","","","","",""
"aceF_2","","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex","1","1","1","1","6887","1","1927","","617","617","617","","","","","","","","","","","","","","","","","","","","PAHHJFHK_01277"
"group_7710","","hypothetical protein","1","1","1","1","4141","1","4905","","113","113","113","","","","","","","","AOPEFJLO_00407","","","","","","","","","","","",""
"group_7711","","hypothetical protein","1","1","1","1","4131","1","4889","","167","167","167","","","","","","","","AOPEFJLO_00410","","","","","","","","","","","",""
"group_7712","","hypothetical protein","1","1","1","1","4130","1","4888","","428","428","428","","","","","","","","AOPEFJLO_00411","","","","","","","","","","","",""
"group_7713","","hypothetical protein","1","1","1","1","4128","1","4886","","488","488","488","","","","","","","","AOPEFJLO_00413","","","","","","","","","","","",""
"NEIMUCOT_RS12115","","hypothetical protein","1","1","1","","","","","","215","215","215","","","","","","","","","","","","","","","43fe8da7603a91c46bb9b1b5b5435cfb_132","","","","",""
"NEIMUCOT_RS11770","","hypothetical protein","1","1","1","","","","","","215","215","215","","","","","","","","","","","","","","","43fe8da7603a91c46bb9b1b5b5435cfb_465","","","","",""
"NEIMUCOT_RS01735","","hypothetical protein","1","1","1","","","","","","215","215","215","","","","","","","","","","","","","","","43fe8da7603a91c46bb9b1b5b5435cfb_8508","","","","",""
"group_7717","","hypothetical protein","1","1","1","1","4125","1","4884","","215","215","215","","","","","","","","AOPEFJLO_00415","","","","","","","","","","","",""
"group_7718","","hypothetical protein","1","1","1","1","4124","1","4883","","176","176","176","","","","","","","","AOPEFJLO_00416","","","","","","","","","","","",""
"group_7719","","hypothetical protein","1","1","1","1","4123","1","4882","","590","590","590","","","","","","","","AOPEFJLO_00417","","","","","","","","","","","",""
"group_7720","","hypothetical protein","1","1","1","1","4122","1","4881","","176","176","176","","","","","","","","AOPEFJLO_00418","","","","","","","","","","","",""
"group_7721","","hypothetical protein","1","1","1","1","4121","1","4937","","191","191","191","","","","","","","","AOPEFJLO_00419","","","","","","","","","","","",""
"group_7722","","hypothetical protein","1","1","1","1","4120","1","4938","","311","311","311","","","","","","","","AOPEFJLO_00420","","","","","","","","","","","",""
"group_7723","","hypothetical protein","1","1","1","1","4063","1","4936","","545","545","545","","","","","","","","AOPEFJLO_00423","","","","","","","","","","","",""
"group_7724","","hypothetical protein","1","1","1","1","4070","1","4935","","203","203","203","","","","","","","","AOPEFJLO_00424","","","","","","","","","","","",""
"group_7725","","hypothetical protein","1","1","1","1","4071","1","4934","","164","164","164","","","","","","","","AOPEFJLO_00425","","","","","","","","","","","",""
"group_7726","","hypothetical protein","1","1","1","1","4108","1","4951","","194","194","194","","","","","","","","AOPEFJLO_00428","","","","","","","","","","","",""
